,word,second_category,first_category,B2B_ind,cut_phrase1,rlist1,f_result,hit_words,cross_set,plist,source,cut_phrase,rlist,result,second_hit_words,second_cross_set,second_plist,source_2,result_ind,baike_words_list,baike_json_list,baike_first_result,baike_second_result,f_success_ind,success_ind,amb_success_ind
94,铁艺大门,建材服务,能源材料,B2B,['铁艺大门'],"['能源材料', ['铁艺大门'], 0, 0, 0, '唯一dict']",能源材料,['铁艺大门'],0,0,唯一dict,['铁艺大门'],"['建材服务', ['铁艺大门'], 0, 0, '唯一dict']",建材服务,['铁艺大门'],0,0,唯一dict,B2B,,,,,1,1,1
95,电感,电子元器件,工业制造,B2B,['电感'],"['工业制造', ['电感'], 0, 0, 0, '唯一dict']",工业制造,['电感'],0,0,唯一dict,['电感'],"['仪器仪表', ['电感'], 0, 0, '唯一dict']",仪器仪表,['电感'],0,0,唯一dict,B2B,,,,,1,0,1
96,滚珠丝杠,五金配件,工业制造,B2B,['滚珠丝杠'],"['工业制造', ['滚珠丝杠'], 0, 0, 0, '唯一dict']",工业制造,['滚珠丝杠'],0,0,唯一dict,['滚珠丝杠'],"['仪器仪表', ['滚珠丝杠'], 0, 0, '唯一dict']",仪器仪表,['滚珠丝杠'],0,0,唯一dict,B2B,,,,,1,0,1
97,净化工程,工业设备,工业制造,B2B,"['净化', '工程']","['能源材料', ['工程'], 0, 0, 0, '唯一dict']",能源材料,['工程'],0,0,唯一dict,['净化工程'],"['仪器仪表', ['净化工程'], 0, 0, '唯一dict']",仪器仪表,['净化工程'],0,0,唯一dict,B2B,,,,,0,0,1
98,钢板桩,冶金矿产,工业制造,B2B,"['钢板', '桩']","['能源材料', ['钢板'], 0, 0, 0, '唯一dict']",能源材料,['钢板'],0,0,唯一dict,"['钢板', '桩']","['建材服务', ['钢板'], 0, 0, '唯一dict']",建材服务,['钢板'],0,0,唯一dict,B2B,,,,,0,0,1
99,温室大棚,建材服务,能源材料,B2B,"['温室', '大棚']","['能源材料', ['温室', '大棚'], ['能源材料', '能源材料'], 0, '唯一筛选']",能源材料,"['温室', '大棚']","['能源材料', '能源材料']",0,唯一筛选,"['温室', '大棚']","['建材服务', ['温室', '大棚'], 0, 0, '唯一dict']",建材服务,"['温室', '大棚']",0,0,唯一dict,B2B,,,,,1,1,1
100,粉碎机,工业设备,工业制造,B2B,['粉碎机'],"['工业制造', ['粉碎机'], 0, 0, 0, '唯一dict']",工业制造,['粉碎机'],0,0,唯一dict,['粉碎机'],"['仪器仪表', ['粉碎机'], 0, 0, '唯一dict']",仪器仪表,['粉碎机'],0,0,唯一dict,B2B,,,,,1,0,1
101,铝方通,建材服务,能源材料,B2B,"['铝', '方通']","['能源材料', ['方通'], 0, 0, 0, '唯一dict']",能源材料,['方通'],0,0,唯一dict,"['铝', '方通']","['建材服务', ['方通'], 0, 0, '唯一dict']",建材服务,['方通'],0,0,唯一dict,B2B,,,,,1,1,1
102,减速带,汽车配件,车辆,本地服务,['减速带'],"['其他服务', '', 0, 0, '新词']",工业制造,,0,0,新词,['减速带'],"['', '', '', 0, '交叉dict']",仪器仪表,,,0,交叉dict,B2B,"[['减速垄'], ['减速垄']]","[{'description': '减速带也叫减速垄，是安装在公路上使经过的车辆减速的交通设施。形状一般为条状，也有点状的；材质主要是橡胶，也有金属的；一般以黄色黑色相间以引起视觉注意，使路面稍微拱起以达到车辆减速目的。一般设置在公路道口、工矿企业、学校、住宅小区人口等需要车辆减速慢行的路段和容易引发交通事故的路段，是用于降低机动车、非机动车行驶速度的新型交通专用安全设置。...', '中文名': '减速带', '外文名': 'Rubber Speed Hump', '别称': '减速垄', '工作原理': '影响驾驶人的驾驶心理实现减速', '目的': '使经过的车辆减速', '学科': '交通工程'}, {'description': '减速带也叫减速垄，是安装在公路上使经过的车辆减速的交通设施。形状一般为条状，也有点状的；材质主要是橡胶，也有金属的；一般以黄色黑色相间以引起视觉注意，使路面稍微拱起以达到车辆减速目的。一般设置在公路道口、工矿企业、学校、住宅小区人口等需要车辆减速慢行的路段和容易引发交通事故的路段，是用于降低机动车、非机动车行驶速度的新型交通专用安全设置。...', '中文名': '减速带', '外文名': 'Rubber Speed Hump', '别称': '减速垄', '工作原理': '影响驾驶人的驾驶心理实现减速', '目的': '使经过的车辆减速', '学科': '交通工程'}]",工业制造,仪器仪表,0,0,0
103,通风柜,工业设备,工业制造,B2B,['通风柜'],"['工业制造', ['通风柜'], 0, 0, 0, '唯一dict']",工业制造,['通风柜'],0,0,唯一dict,['通风柜'],"['仪器仪表', ['通风柜'], 0, 0, '唯一dict']",仪器仪表,['通风柜'],0,0,唯一dict,B2B,,,,,1,0,1
104,选粉机,工业设备,工业制造,B2B,['选粉机'],"['工业制造', ['选粉机'], 0, 0, 0, '唯一dict']",工业制造,['选粉机'],0,0,唯一dict,['选粉机'],"['仪器仪表', ['选粉机'], 0, 0, '唯一dict']",仪器仪表,['选粉机'],0,0,唯一dict,B2B,,,,,1,0,1
105,实验台,工业设备,工业制造,B2B,['实验台'],"['工业制造', ['实验台'], 0, 0, 0, '唯一dict']",工业制造,['实验台'],0,0,唯一dict,['实验台'],"['仪器仪表', ['实验台'], 0, 0, '唯一dict']",仪器仪表,['实验台'],0,0,唯一dict,B2B,,,,,1,0,1
106,输送机,工业设备,工业制造,B2B,['输送机'],"['工业制造', ['输送机'], 0, 0, 0, '唯一dict']",工业制造,['输送机'],0,0,唯一dict,['输送机'],"['五金配件', ['输送机'], ['仪器仪表', '五金配件'], [0.00010921052631578947, 0.0003437894736842105], '交叉dict']",五金配件,['输送机'],"['仪器仪表', '五金配件']","[0.00010921052631578947, 0.0003437894736842105]",交叉dict,B2B,,,,,1,0,1
107,脱硝塔,工业设备,工业制造,B2B,['脱硝塔'],"['其他服务', '', 0, 0, '新词']",工业制造,,0,0,新词,"['脱硝', '塔']","['仪器仪表', ['脱硝'], 0, 0, '唯一dict']",仪器仪表,['脱硝'],0,0,唯一dict,B2B,,,,,1,0,1
108,脱硫塔,工业设备,工业制造,B2B,['脱硫塔'],"['工业制造', ['脱硫塔'], 0, 0, 0, '唯一dict']",工业制造,['脱硫塔'],0,0,唯一dict,['脱硫塔'],"['仪器仪表', ['脱硫塔'], 0, 0, '唯一dict']",仪器仪表,['脱硫塔'],0,0,唯一dict,B2B,,,,,1,0,1
109,液压系统,工业设备,工业制造,B2B,['液压系统'],"['工业制造', ['液压系统'], 0, 0, 0, '唯一dict']",工业制造,['液压系统'],0,0,唯一dict,['液压系统'],"['仪器仪表', ['液压系统'], 0, 0, '唯一dict']",仪器仪表,['液压系统'],0,0,唯一dict,B2B,,,,,1,0,1
110,铝银浆,化工能源,能源材料,B2B,['铝银浆'],"['其他服务', '', 0, 0, '新词']",工业制造,,0,0,新词,['铝银浆'],"['', '', '', 0, '交叉dict']",冶金矿产,,,0,交叉dict,B2B,"[['铝粉浆', '银浆', '闪光浆'], ['铝粉浆', '银浆', '闪光浆']]","[{'description': '铝银浆，英文名：Aluminiumpaste 别名：铝粉浆，闪光浆，银浆。其主要成分为雪片状铝粒子和石油溶剂，呈膏状。其特点是铝片表面光滑平整，粒度分布集中，形状规则，具有优异的光反射能力和金属光泽，与透明彩色颜料混合使用，漆膜具有明显的“随角异色效应”，装饰效果非常华丽美观。...', '中文名': '铝银浆', '外文名': 'Aluminiumpaste', '主要成分': '雪片状铝粒子和石油溶剂', '别名': '铝粉浆，闪光浆，银浆'}, {'description': '铝银浆，英文名：Aluminiumpaste 别名：铝粉浆，闪光浆，银浆。其主要成分为雪片状铝粒子和石油溶剂，呈膏状。其特点是铝片表面光滑平整，粒度分布集中，形状规则，具有优异的光反射能力和金属光泽，与透明彩色颜料混合使用，漆膜具有明显的“随角异色效应”，装饰效果非常华丽美观。...', '中文名': '铝银浆', '外文名': 'Aluminiumpaste', '主要成分': '雪片状铝粒子和石油溶剂', '别名': '铝粉浆，闪光浆，银浆'}]",工业制造,冶金矿产,0,0,1
111,空压机,工业设备,工业制造,B2B,['空压机'],"['工业制造', ['空压机'], 0, 0, 0, '唯一dict']",工业制造,['空压机'],0,0,唯一dict,['空压机'],"['仪器仪表', ['空压机'], 0, 0, '唯一dict']",仪器仪表,['空压机'],0,0,唯一dict,B2B,,,,,1,0,1
112,钢格板,建材服务,能源材料,B2B,['钢格板'],"['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,['钢格板'],"['', '', '', 0, '交叉dict']",建材服务,,,0,交叉dict,B2B,"[['钢格板'], ['钢格板']]","[{'description': '网格栅又名钢格板，网格栅是用扁钢按照一定的间距和横杆（扭绞方钢、方钢、圆钢、扁钢等）进行交叉排列，并且焊接成中间带有方形格子的一种钢铁制品，钢格板主要用来做水沟盖板，钢结构平台板，钢梯的踏步板等．横杆一般采用经过扭绞的方钢．钢格板一般采用碳钢制作，外表热镀锌，可以起到防止氧化的作用。也可以采用不锈钢制作．钢格板具有通风，采光，散热，防滑，防爆等性能。...', '中文名': '网格栅', '别名': '钢格板', '性能': '采光，散热，防滑', '标准': 'YB/T4001.1-2007标准'}, {'description': '网格栅又名钢格板，网格栅是用扁钢按照一定的间距和横杆（扭绞方钢、方钢、圆钢、扁钢等）进行交叉排列，并且焊接成中间带有方形格子的一种钢铁制品，钢格板主要用来做水沟盖板，钢结构平台板，钢梯的踏步板等．横杆一般采用经过扭绞的方钢．钢格板一般采用碳钢制作，外表热镀锌，可以起到防止氧化的作用。也可以采用不锈钢制作．钢格板具有通风，采光，散热，防滑，防爆等性能。...', '中文名': '网格栅', '别名': '钢格板', '性能': '采光，散热，防滑', '标准': 'YB/T4001.1-2007标准'}]",能源材料,建材服务,1,1,1
113,ups电源,水暖电工,工业制造,B2B,"['UPS', '电源']","['工业制造', ['UPS', '电源'], 0, 0, '唯一筛选']",工业制造,"['UPS', '电源']",0,0,唯一筛选,"['UPS', '电源']","['仪器仪表', ['UPS', '电源'], 0, 0, '唯一dict']",仪器仪表,"['UPS', '电源']",0,0,唯一dict,B2B,,,,,1,0,1
114,发电机组,水暖电工,工业制造,B2B,['发电机组'],"['工业制造', ['发电机组'], 0, 0, 0, '唯一dict']",工业制造,['发电机组'],0,0,唯一dict,['发电机组'],"['仪器仪表', ['发电机组'], 0, 0, '唯一dict']",仪器仪表,['发电机组'],0,0,唯一dict,B2B,,,,,1,0,1
115,电力管,建材服务,能源材料,B2B,"['电力', '管']","['能源材料', ['电力'], ['能源材料', '工业制造'], [0.00010163157894736842, 6.789473684210526e-06], '交叉概率']",能源材料,['电力'],"['能源材料', '工业制造']","[0.00010163157894736842, 6.789473684210526e-06]",交叉概率,"['电力', '管']","['仪器仪表', ['电力'], 0, 0, '唯一dict']",仪器仪表,['电力'],0,0,唯一dict,B2B,,,,,1,0,1
116,护栏,建材服务,能源材料,B2B,['护栏'],"['能源材料', ['护栏'], 0, 0, 0, '唯一dict']",能源材料,['护栏'],0,0,唯一dict,['护栏'],"['建材服务', ['护栏'], 0, 0, '唯一dict']",建材服务,['护栏'],0,0,唯一dict,B2B,,,,,1,1,1
117,洗车台,工业设备,工业制造,B2B,"['洗车', '台']","['车辆', ['车'], 0, 0, '优先级匹配']",能源材料,['车'],0,0,优先级匹配,"['洗车', '台']","['建材服务', ['洗车'], 0, 0, '唯一dict']",建材服务,['洗车'],0,0,唯一dict,B2B,,,,,0,0,1
118,螺旋叶片,五金配件,工业制造,B2B,"['螺旋', '叶片']","['能源材料', ['螺旋'], 0, 0, 0, '唯一dict']",能源材料,['螺旋'],0,0,唯一dict,"['螺旋', '叶片']","['建材服务', ['螺旋'], 0, 0, '唯一dict']",建材服务,['螺旋'],0,0,唯一dict,B2B,,,,,0,0,1
119,隔热板,建材服务,能源材料,B2B,['隔热板'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,['隔热板'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,999,[],"[{'description': ''}, {'description': ''}]",其他服务,,0,0,0
120,饲料,农林牧副渔,能源材料,B2B,['饲料'],"['能源材料', ['饲料'], 0, 0, 0, '唯一dict']",能源材料,['饲料'],0,0,唯一dict,['饲料'],"['农林牧副渔', ['饲料'], 0, 0, '唯一dict']",农林牧副渔,['饲料'],0,0,唯一dict,B2B,,,,,1,1,1
121,铝板,建材服务,能源材料,B2B,['铝板'],"['工业制造', ['铝板'], ['能源材料', '工业制造'], [4.2105263157894733e-07, 6.636842105263158e-05], '交叉概率']",工业制造,['铝板'],"['能源材料', '工业制造']","[4.2105263157894733e-07, 6.636842105263158e-05]",交叉概率,['铝板'],"['冶金矿产', ['铝板'], 0, 0, '唯一dict']",冶金矿产,['铝板'],0,0,唯一dict,B2B,,,,,0,0,1
122,活动隔断,建材服务,能源材料,B2B,"['活动', '隔断']","['能源材料', ['活动', '隔断'], ['能源材料', '能源材料'], 0, '唯一筛选']",能源材料,"['活动', '隔断']","['能源材料', '能源材料']",0,唯一筛选,"['活动', '隔断']","['建材服务', ['活动', '隔断'], 0, 0, '唯一dict']",建材服务,"['活动', '隔断']",0,0,唯一dict,B2B,,,,,1,1,1
123,净化板,建材服务,能源材料,B2B,"['净化', '板']","['工业制造', ['净化'], ['能源材料', '工业制造'], [1.1052631578947367e-06, 0.00017805263157894737], '交叉概率']",工业制造,['净化'],"['能源材料', '工业制造']","[1.1052631578947367e-06, 0.00017805263157894737]",交叉概率,"['净化', '板']","['仪器仪表', ['净化'], 0, 0, '唯一dict']",仪器仪表,['净化'],0,0,唯一dict,B2B,,,,,0,0,1
124,水设备,工业设备,工业制造,B2B,"['水', '设备']","['工业制造', ['设备'], ['能源材料', '工业制造'], [8.947368421052631e-07, 0.0014461052631578946], '交叉概率']",工业制造,['设备'],"['能源材料', '工业制造']","[8.947368421052631e-07, 0.0014461052631578946]",交叉概率,"['水', '设备']","['仪器仪表', ['设备'], 0, 0, '唯一dict']",仪器仪表,['设备'],0,0,唯一dict,B2B,,,,,1,0,1
125,宣传栏,建材服务,能源材料,B2B,['宣传栏'],"['商务服务', ['宣传'], 0, 0, '人工规则']",能源材料,['宣传'],0,0,人工规则,['宣传栏'],"['建材服务', ['宣传栏'], 0, 0, '唯一dict']",建材服务,['宣传栏'],0,0,唯一dict,B2B,,,,,1,1,1
126,pe管,建材服务,能源材料,B2B,"['PE', '管']","['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,"['PE', '管']","['', '', '', 0, '交叉dict']",农林牧副渔,,,0,交叉dict,B2B,[['PE或P/E']],"[{'description': 'PE管目前中国的市政管材市场，塑料管道正在稳步发展，PE管、PP-R管、UPVC管都占有一席之地，其中PE管强劲的发展势头最为令人瞩目。...', '中文名': '聚乙烯管', '外文名': 'Polyethylene', '简称': 'PE管', '性能特性': '耐化学腐蚀性好等'}, {'description': 'Price to Earning Ratio，即市盈率，简称PE或P/E Ratio，指在一个考察期（通常为12个月的时间）内，股票的价格和每股收益的比例。市盈率是最常用来评估股价水平是否合理的指标之一，由股价除以年度每股盈余（EPS）得出（以公司市值除以年度股东应占溢利亦可得出相同结果）。与市净率、市销率、现金流量折现等指标一样，PE是股票投资基本分析最常见的参考指标之一。...', '中文名': 'PE', '外文名': 'Price to Earning Ratio', '简称': 'PE或P/E Ratio', '适用范围': '股市'}, {'description': '管姓源于姬姓，出自周文王之子叔鲜，属于以国名为氏。管氏是一个多民族、多源流的姓氏，在宋版《百家姓》中排序为第一百六十六位门阀，在当今姓氏排行榜上名列第一百四十三位，人口约一百一十五万九千余，占全国人口总数的0.073%左右。管氏在全国分布甚广，尤以江苏、山东等省多此姓，这二省管氏约占全国管氏人口的60%以上。...', '中文名': '管姓', '来源': '源于姬姓', '拼音': 'guǎn', '注音': 'ㄍㄨㄢˇ', '出自': '周文王之子叔鲜', '名人': '管仲'}]",能源材料,农林牧副渔,1,0,1
127,桥架,水暖电工,工业制造,B2B,['桥架'],"['工业制造', ['桥架'], ['能源材料', '工业制造'], [4.2105263157894733e-07, 4.263157894736842e-05], '交叉概率']",工业制造,['桥架'],"['能源材料', '工业制造']","[4.2105263157894733e-07, 4.263157894736842e-05]",交叉概率,['桥架'],"['仪器仪表', ['桥架'], 0, 0, '唯一dict']",仪器仪表,['桥架'],0,0,唯一dict,B2B,,,,,1,0,1
128,打印机,办公设备,非B2B一级,本地服务,['打印机'],"['其他服务', '', 0, 0, '新词']",工业制造,,0,0,新词,['打印机'],"['', '', '', 0, '交叉dict']",电子元器件,,,0,交叉dict,B2B,"[['印表机'], ['印表机']]","[{'description': '打印机（Printer) 是计算机的输出设备之一，用于将计算机处理结果打印在相关介质上。衡量打印机好坏的指标有三项：打印分辨率，打印速度和噪声。 打印机的种类很多，按打印元件对纸是否有击打动作，分击打式打印机与非击打式打印机。按打印字符结构，分全形字打印机和点阵字符打印机。按一行字在纸上形成的方式，分串式打印机与行式打印机。按所采用的技术，分柱形、球形、喷墨式、热敏式、激光式、静电式、磁式、发光二极管式等打印机。...', '中文名': '打印机', '外文名': 'Printer', '别名': '印表机', '功能': '输出设备', '发明人': '约翰·沃特、戴夫·唐纳德'}, {'description': '打印机（Printer) 是计算机的输出设备之一，用于将计算机处理结果打印在相关介质上。衡量打印机好坏的指标有三项：打印分辨率，打印速度和噪声。 打印机的种类很多，按打印元件对纸是否有击打动作，分击打式打印机与非击打式打印机。按打印字符结构，分全形字打印机和点阵字符打印机。按一行字在纸上形成的方式，分串式打印机与行式打印机。按所采用的技术，分柱形、球形、喷墨式、热敏式、激光式、静电式、磁式、发光二极管式等打印机。...', '中文名': '打印机', '外文名': 'Printer', '别名': '印表机', '功能': '输出设备', '发明人': '约翰·沃特、戴夫·唐纳德'}]",工业制造,电子元器件,0,0,0
129,电表,电子元器件,工业制造,B2B,['电表'],"['工业制造', ['电表'], ['能源材料', '工业制造'], [2.1052631578947366e-07, 0.0002515263157894737], '交叉概率']",工业制造,['电表'],"['能源材料', '工业制造']","[2.1052631578947366e-07, 0.0002515263157894737]",交叉概率,['电表'],"['仪器仪表', ['电表'], 0, 0, '唯一dict']",仪器仪表,['电表'],0,0,唯一dict,B2B,,,,,1,0,1
130,光栅,建材服务,能源材料,B2B,['光栅'],"['工业制造', ['光栅'], 0, 0, 0, '唯一dict']",工业制造,['光栅'],0,0,唯一dict,['光栅'],"['仪器仪表', ['光栅'], 0, 0, '唯一dict']",仪器仪表,['光栅'],0,0,唯一dict,B2B,,,,,0,0,1
131,塑料水桶,橡塑涂料,能源材料,B2B,"['塑料', '水桶']","['能源材料', ['塑料'], 0, 0, 0, '唯一dict']",能源材料,['塑料'],0,0,唯一dict,"['塑料', '水桶']","['建材服务', ['塑料'], 0, 0, '唯一dict']",建材服务,['塑料'],0,0,唯一dict,B2B,,,,,1,0,1
132,保温砌块设备,工业设备,工业制造,B2B,"['保温砌块', '设备']","['能源材料', ['保温砌块'], 0, 0, 0, '唯一dict']",能源材料,['保温砌块'],0,0,唯一dict,"['保温砌块', '设备']","['橡塑涂料', ['保温砌块', '设备'], 0, 0, '唯一dict']",橡塑涂料,"['保温砌块', '设备']",0,0,唯一dict,B2B,,,,,0,0,1
133,激光切管,工业设备,工业制造,B2B,"['激', '光切', '管']","['工业制造', ['光切'], 0, 0, 0, '唯一dict']",工业制造,['光切'],0,0,唯一dict,"['激', '光切', '管']","['仪器仪表', ['光切'], 0, 0, '唯一dict']",仪器仪表,['光切'],0,0,唯一dict,B2B,,,,,1,0,1
134,彩钢板,建材服务,能源材料,B2B,['彩钢板'],"['能源材料', ['彩钢板'], 0, 0, 0, '唯一dict']",能源材料,['彩钢板'],0,0,唯一dict,['彩钢板'],"['建材服务', ['彩钢板'], 0, 0, '唯一dict']",建材服务,['彩钢板'],0,0,唯一dict,B2B,,,,,1,1,1
135,控制柜,工业设备,工业制造,B2B,['控制柜'],"['工业制造', ['控制柜'], 0, 0, 0, '唯一dict']",工业制造,['控制柜'],0,0,唯一dict,['控制柜'],"['仪器仪表', ['控制柜'], ['仪器仪表', '五金配件'], [9.652631578947368e-05, 3.2e-05], '交叉dict']",仪器仪表,['控制柜'],"['仪器仪表', '五金配件']","[9.652631578947368e-05, 3.2e-05]",交叉dict,B2B,,,,,1,0,1
136,腐植酸,化工能源,能源材料,B2B,['腐植酸'],"['其他服务', '', 0, 0, '新词']",能源材料,,0,0,新词,['腐植酸'],"['', '', '', 0, '交叉dict']",农林牧副渔,,,0,交叉dict,B2B,[],"[{'description': '腐植酸：大分子有机物质腐植酸：腐植酸类专业科技期刊...'}, {'description': '腐植酸：大分子有机物质腐植酸：腐植酸类专业科技期刊...'}]",能源材料,农林牧副渔,1,0,1
137,不锈钢水箱,工业设备,工业制造,B2B,"['不锈钢水', '箱']","['能源材料', ['不锈钢水'], 0, 0, 0, '唯一dict']",能源材料,['不锈钢水'],0,0,唯一dict,"['不锈钢水', '箱']","['建材服务', ['不锈钢水'], 0, 0, '唯一dict']",建材服务,['不锈钢水'],0,0,唯一dict,B2B,,,,,0,0,1
138,裁切机,工业设备,工业制造,B2B,['裁切机'],"['其他服务', '', 0, 0, '新词']",工业制造,,0,0,新词,['裁切机'],"['', '', '', 0, '交叉dict']",仪器仪表,,,0,交叉dict,B2B,[],"[{'description': '自动裁切机是用于各行各业的片材的分割与裁切，它不需要任何模具；通过系统软件来控制，然后直接对产品进行裁切，只要在操作平台上设置好相应的参数，电脑传输相应的指令给裁切机；裁切机就根据接受的设计图稿进行快速裁切，自动化程序高；操作简单。是很多行业所采用的裁切设备。...', '中文名': '裁切机', '机器型号': 'Gd1209', '切割精度': '〈=0.05mm', '间隔精度': '±0.1mm', '特点': '速度快、精确度、效果好', '机械操作语言': '中文、英文、日文、韩文'}, {'description': '自动裁切机是用于各行各业的片材的分割与裁切，它不需要任何模具；通过系统软件来控制，然后直接对产品进行裁切，只要在操作平台上设置好相应的参数，电脑传输相应的指令给裁切机；裁切机就根据接受的设计图稿进行快速裁切，自动化程序高；操作简单。是很多行业所采用的裁切设备。...', '中文名': '裁切机', '机器型号': 'Gd1209', '切割精度': '〈=0.05mm', '间隔精度': '±0.1mm', '特点': '速度快、精确度、效果好', '机械操作语言': '中文、英文、日文、韩文'}]",工业制造,仪器仪表,1,0,1
139,旋转接头,电子元器件,工业制造,B2B,['旋转接头'],"['工业制造', ['旋转接头'], 0, 0, 0, '唯一dict']",工业制造,['旋转接头'],0,0,唯一dict,"['旋', '转接头']","['', '', '', 0, '交叉dict']",,,,0,交叉dict,B2B,,,,,1,0,1
140,"铝方通,铝单板,铝方管",建材服务,能源材料,B2B,"['铝', '方通', ',', '铝', '单板', ',', '铝方管']","['工业制造', ['方通', '铝方管'], 0, 0, '唯一筛选']",工业制造,"['方通', '铝方管']",0,0,唯一筛选,"['铝', '方通', ',', '铝单板', ',', '铝方管']","['冶金矿产', ['方通', '铝单板', '铝方管'], 0, 0, '唯一dict']",冶金矿产,"['方通', '铝单板', '铝方管']",0,0,唯一dict,B2B,,,,,0,0,1
141,不锈钢管,建材服务,能源材料,B2B,['不锈钢管'],"['能源材料', ['不锈钢管'], 0, 0, 0, '唯一dict']",能源材料,['不锈钢管'],0,0,唯一dict,['不锈钢管'],"['建材服务', ['不锈钢管'], 0, 0, '唯一dict']",建材服务,['不锈钢管'],0,0,唯一dict,B2B,,,,,1,1,1
142,缠绕膜,橡塑涂料,能源材料,B2B,['缠绕膜'],"['其他服务', '', 0, 0, '新词']",其他服务,,0,0,新词,['缠绕膜'],"['', '', '', 0, '交叉dict']",,,,0,交叉dict,999,[],"[{'description': '缠绕膜，又叫拉伸膜、热收缩膜，国内最早以PVC为基材，DOA为增塑剂兼起自粘作用生产PVC缠绕膜。由于环保问题、成本高(相对PE比重大，单位包装面积少)、拉伸性差等原因，当1994～1995年国内开始生产PE拉伸膜时逐步被淘汰。PE拉伸膜先是以EVA为自粘材料，但其成本高，又有味道，后发展用PIB、VLDPE为自粘材料，基材以LLDPE为主，包括C4、C6、C8及茂金属PE(MPE)。...', '中文名': '缠绕膜', '外文名': 'Wrap film', '厚度': '20u，25u', '宽度': '500mm', '规格': '齐全', '粘性': '强', '拉伸强度': '强', '透明度': '高', '分类': '手用和机用'}, {'description': '缠绕膜，又叫拉伸膜、热收缩膜，国内最早以PVC为基材，DOA为增塑剂兼起自粘作用生产PVC缠绕膜。由于环保问题、成本高(相对PE比重大，单位包装面积少)、拉伸性差等原因，当1994～1995年国内开始生产PE拉伸膜时逐步被淘汰。PE拉伸膜先是以EVA为自粘材料，但其成本高，又有味道，后发展用PIB、VLDPE为自粘材料，基材以LLDPE为主，包括C4、C6、C8及茂金属PE(MPE)。...', '中文名': '缠绕膜', '外文名': 'Wrap film', '厚度': '20u，25u', '宽度': '500mm', '规格': '齐全', '粘性': '强', '拉伸强度': '强', '透明度': '高', '分类': '手用和机用'}]",其他服务,,0,0,0
143,吸塑盒,橡塑涂料,能源材料,B2B,['吸塑盒'],"['其他服务', '', 0, 0, '新词']",工业制造,,0,0,新词,['吸塑盒'],"['', '', '', 0, '交叉dict']",仪器仪表,,,0,交叉dict,B2B,[],"[{'description': '吸塑盒广义上讲，是指所有泡壳，狭义上讲，只是一类泡壳：用片材吸塑成型为塑料盒状，盖与容器相连。多用PS做成，也有将盖和底分离的，可选用不同的材质，如果日本的快餐盒，底采用黑色PS，盖采用透明的PET 。...', '中文名': '吸塑盒', '外文名': 'Blister box', '实质': '指所有泡壳', '可分为': '：插卡、吸卡、双泡壳', '特点': '保护产品'}, {'description': '吸塑盒广义上讲，是指所有泡壳，狭义上讲，只是一类泡壳：用片材吸塑成型为塑料盒状，盖与容器相连。多用PS做成，也有将盖和底分离的，可选用不同的材质，如果日本的快餐盒，底采用黑色PS，盖采用透明的PET 。...', '中文名': '吸塑盒', '外文名': 'Blister box', '实质': '指所有泡壳', '可分为': '：插卡、吸卡、双泡壳', '特点': '保护产品'}]",工业制造,仪器仪表,0,0,1
144,"防火门,防火窗,防火卷帘门",建材服务,能源材料,B2B,"['防火门', ',', '防火', '窗', ',', '防火卷帘门']","['能源材料', ['防火门', '防火卷帘门'], 0, 0, '唯一筛选']",能源材料,"['防火门', '防火卷帘门']",0,0,唯一筛选,"['防火门', ',', '防火', '窗', ',', '防火卷帘门']","['建材服务', ['防火门', '防火', '防火卷帘门'], 0, 0, '唯一dict']",建材服务,"['防火门', '防火', '防火卷帘门']",0,0,唯一dict,B2B,,,,,1,1,1
